notice_id,user_id,title,description,image_url,status,publish_date,expiry_date,created_at,updated_at
245,232,Campus Notice Title 245,This is the description for campus notice number 245. Please read carefully.,https://example.com/notices/image_245.jpg,rejected,27-01-2026 16:00,19-02-2026 16:00,17-03-2026 13:00,17-03-2026 14:00
246,88,Campus Notice Title 246,This is the description for campus notice number 246. Please read carefully.,https://example.com/notices/image_246.jpg,draft,11-01-2026 17:00,07-02-2026 17:00,21-01-2026 17:00,21-01-2026 23:00
247,349,Campus Notice Title 247,This is the description for campus notice number 247. Please read carefully.,https://example.com/notices/image_247.jpg,published,20-02-2026 12:00,21-03-2026 12:00,21-02-2026 11:00,21-02-2026 12:00
248,238,Campus Notice Title 248,This is the description for campus notice number 248. Please read carefully.,https://example.com/notices/image_248.jpg,published,24-01-2026 13:00,16-02-2026 13:00,17-01-2026 16:00,17-01-2026 19:00
249,249,Campus Notice Title 249,This is the description for campus notice number 249. Please read carefully.,https://example.com/notices/image_249.jpg,published,25-02-2026 10:00,21-03-2026 10:00,29-01-2026 10:00,29-01-2026 11:00
250,529,Campus Notice Title 250,This is the description for campus notice number 250. Please read carefully.,https://example.com/notices/image_250.jpg,published,18-01-2026 09:00,07-02-2026 09:00,24-03-2026 17:00,24-03-2026 18:00
251,883,Campus Notice Title 251,This is the description for campus notice number 251. Please read carefully.,https://example.com/notices/image_251.jpg,draft,06-01-2026 09:00,16-01-2026 09:00,05-03-2026 12:00,05-03-2026 19:00
252,239,Campus Notice Title 252,This is the description for campus notice number 252. Please read carefully.,https://example.com/notices/image_252.jpg,draft,01-01-2026 10:00,23-01-2026 10:00,24-03-2026 17:00,25-03-2026 00:00
253,904,Campus Notice Title 253,This is the description for campus notice number 253. Please read carefully.,https://example.com/notices/image_253.jpg,rejected,22-03-2026 11:00,20-04-2026 11:00,24-02-2026 16:00,24-02-2026 23:00
254,241,Campus Notice Title 254,This is the description for campus notice number 254. Please read carefully.,https://example.com/notices/image_254.jpg,pending,26-03-2026 11:00,23-04-2026 11:00,23-01-2026 10:00,23-01-2026 14:00
255,672,Campus Notice Title 255,This is the description for campus notice number 255. Please read carefully.,https://example.com/notices/image_255.jpg,published,24-02-2026 09:00,16-03-2026 09:00,06-03-2026 11:00,06-03-2026 15:00
256,891,Campus Notice Title 256,This is the description for campus notice number 256. Please read carefully.,https://example.com/notices/image_256.jpg,pending,23-02-2026 12:00,09-03-2026 12:00,12-01-2026 12:00,12-01-2026 14:00
257,360,Campus Notice Title 257,This is the description for campus notice number 257. Please read carefully.,https://example.com/notices/image_257.jpg,pending,03-01-2026 11:00,22-01-2026 11:00,22-02-2026 12:00,22-02-2026 16:00
258,121,Campus Notice Title 258,This is the description for campus notice number 258. Please read carefully.,https://example.com/notices/image_258.jpg,published,11-02-2026 10:00,22-02-2026 10:00,08-02-2026 13:00,08-02-2026 23:00
259,411,Campus Notice Title 259,This is the description for campus notice number 259. Please read carefully.,https://example.com/notices/image_259.jpg,pending,14-01-2026 14:00,21-01-2026 14:00,01-04-2026 14:00,01-04-2026 15:00
260,721,Campus Notice Title 260,This is the description for campus notice number 260. Please read carefully.,https://example.com/notices/image_260.jpg,pending,28-02-2026 13:00,08-03-2026 13:00,01-04-2026 10:00,01-04-2026 14:00
261,570,Campus Notice Title 261,This is the description for campus notice number 261. Please read carefully.,https://example.com/notices/image_261.jpg,draft,23-01-2026 09:00,21-02-2026 09:00,28-01-2026 10:00,28-01-2026 10:00
262,213,Campus Notice Title 262,This is the description for campus notice number 262. Please read carefully.,https://example.com/notices/image_262.jpg,draft,10-03-2026 17:00,23-03-2026 17:00,05-03-2026 16:00,06-03-2026 02:00
263,194,Campus Notice Title 263,This is the description for campus notice number 263. Please read carefully.,https://example.com/notices/image_263.jpg,rejected,03-02-2026 10:00,12-02-2026 10:00,29-03-2026 17:00,29-03-2026 17:00
264,159,Campus Notice Title 264,This is the description for campus notice number 264. Please read carefully.,https://example.com/notices/image_264.jpg,draft,16-01-2026 15:00,01-02-2026 15:00,02-01-2026 10:00,02-01-2026 13:00
265,248,Campus Notice Title 265,This is the description for campus notice number 265. Please read carefully.,https://example.com/notices/image_265.jpg,draft,10-01-2026 11:00,24-01-2026 11:00,19-01-2026 10:00,19-01-2026 13:00
266,653,Campus Notice Title 266,This is the description for campus notice number 266. Please read carefully.,https://example.com/notices/image_266.jpg,pending,09-01-2026 14:00,29-01-2026 14:00,04-02-2026 13:00,04-02-2026 14:00
267,231,Campus Notice Title 267,This is the description for campus notice number 267. Please read carefully.,https://example.com/notices/image_267.jpg,rejected,17-03-2026 13:00,22-03-2026 13:00,15-01-2026 14:00,15-01-2026 19:00
268,928,Campus Notice Title 268,This is the description for campus notice number 268. Please read carefully.,https://example.com/notices/image_268.jpg,draft,02-01-2026 17:00,14-01-2026 17:00,26-02-2026 14:00,27-02-2026 00:00
269,361,Campus Notice Title 269,This is the description for campus notice number 269. Please read carefully.,https://example.com/notices/image_269.jpg,published,01-02-2026 14:00,24-02-2026 14:00,17-02-2026 14:00,17-02-2026 20:00
270,943,Campus Notice Title 270,This is the description for campus notice number 270. Please read carefully.,https://example.com/notices/image_270.jpg,published,25-02-2026 17:00,02-03-2026 17:00,10-02-2026 13:00,10-02-2026 16:00
271,56,Campus Notice Title 271,This is the description for campus notice number 271. Please read carefully.,https://example.com/notices/image_271.jpg,published,24-01-2026 14:00,10-02-2026 14:00,28-02-2026 16:00,28-02-2026 18:00
272,36,Campus Notice Title 272,This is the description for campus notice number 272. Please read carefully.,https://example.com/notices/image_272.jpg,rejected,13-01-2026 16:00,07-02-2026 16:00,24-03-2026 16:00,25-03-2026 01:00
273,429,Campus Notice Title 273,This is the description for campus notice number 273. Please read carefully.,https://example.com/notices/image_273.jpg,draft,15-02-2026 15:00,28-02-2026 15:00,07-03-2026 14:00,07-03-2026 19:00
274,719,Campus Notice Title 274,This is the description for campus notice number 274. Please read carefully.,https://example.com/notices/image_274.jpg,pending,15-03-2026 16:00,04-04-2026 16:00,20-03-2026 11:00,20-03-2026 13:00
275,984,Campus Notice Title 275,This is the description for campus notice number 275. Please read carefully.,https://example.com/notices/image_275.jpg,rejected,10-03-2026 09:00,02-04-2026 09:00,13-01-2026 09:00,13-01-2026 16:00
276,487,Campus Notice Title 276,This is the description for campus notice number 276. Please read carefully.,https://example.com/notices/image_276.jpg,pending,18-03-2026 15:00,03-04-2026 15:00,06-03-2026 11:00,06-03-2026 14:00
277,945,Campus Notice Title 277,This is the description for campus notice number 277. Please read carefully.,https://example.com/notices/image_277.jpg,pending,09-02-2026 09:00,11-03-2026 09:00,11-02-2026 16:00,11-02-2026 17:00
278,632,Campus Notice Title 278,This is the description for campus notice number 278. Please read carefully.,https://example.com/notices/image_278.jpg,draft,13-03-2026 10:00,31-03-2026 10:00,02-02-2026 13:00,02-02-2026 18:00
279,624,Campus Notice Title 279,This is the description for campus notice number 279. Please read carefully.,https://example.com/notices/image_279.jpg,pending,24-03-2026 10:00,05-04-2026 10:00,22-03-2026 13:00,22-03-2026 23:00
280,88,Campus Notice Title 280,This is the description for campus notice number 280. Please read carefully.,https://example.com/notices/image_280.jpg,rejected,26-03-2026 10:00,21-04-2026 10:00,01-04-2026 13:00,01-04-2026 13:00
281,937,Campus Notice Title 281,This is the description for campus notice number 281. Please read carefully.,https://example.com/notices/image_281.jpg,published,09-02-2026 14:00,27-02-2026 14:00,08-02-2026 12:00,08-02-2026 14:00
282,853,Campus Notice Title 282,This is the description for campus notice number 282. Please read carefully.,https://example.com/notices/image_282.jpg,published,05-01-2026 15:00,17-01-2026 15:00,30-01-2026 17:00,30-01-2026 19:00
283,275,Campus Notice Title 283,This is the description for campus notice number 283. Please read carefully.,https://example.com/notices/image_283.jpg,rejected,26-03-2026 12:00,18-04-2026 12:00,18-02-2026 12:00,18-02-2026 21:00
284,818,Campus Notice Title 284,This is the description for campus notice number 284. Please read carefully.,https://example.com/notices/image_284.jpg,published,06-02-2026 17:00,17-02-2026 17:00,03-03-2026 16:00,03-03-2026 22:00
285,77,Campus Notice Title 285,This is the description for campus notice number 285. Please read carefully.,https://example.com/notices/image_285.jpg,draft,13-01-2026 14:00,23-01-2026 14:00,11-03-2026 11:00,11-03-2026 11:00
286,366,Campus Notice Title 286,This is the description for campus notice number 286. Please read carefully.,https://example.com/notices/image_286.jpg,draft,08-02-2026 13:00,07-03-2026 13:00,19-01-2026 15:00,19-01-2026 15:00
287,369,Campus Notice Title 287,This is the description for campus notice number 287. Please read carefully.,https://example.com/notices/image_287.jpg,published,26-03-2026 12:00,14-04-2026 12:00,23-02-2026 12:00,23-02-2026 21:00
288,927,Campus Notice Title 288,This is the description for campus notice number 288. Please read carefully.,https://example.com/notices/image_288.jpg,pending,09-02-2026 09:00,09-03-2026 09:00,21-01-2026 11:00,21-01-2026 13:00
289,625,Campus Notice Title 289,This is the description for campus notice number 289. Please read carefully.,https://example.com/notices/image_289.jpg,rejected,11-02-2026 12:00,13-03-2026 12:00,22-02-2026 14:00,22-02-2026 23:00
290,303,Campus Notice Title 290,This is the description for campus notice number 290. Please read carefully.,https://example.com/notices/image_290.jpg,pending,21-03-2026 11:00,09-04-2026 11:00,08-03-2026 16:00,08-03-2026 21:00
291,128,Campus Notice Title 291,This is the description for campus notice number 291. Please read carefully.,https://example.com/notices/image_291.jpg,pending,09-02-2026 16:00,04-03-2026 16:00,08-03-2026 12:00,08-03-2026 12:00
292,308,Campus Notice Title 292,This is the description for campus notice number 292. Please read carefully.,https://example.com/notices/image_292.jpg,published,14-03-2026 12:00,23-03-2026 12:00,19-03-2026 13:00,19-03-2026 16:00
293,995,Campus Notice Title 293,This is the description for campus notice number 293. Please read carefully.,https://example.com/notices/image_293.jpg,draft,02-01-2026 09:00,19-01-2026 09:00,21-01-2026 14:00,21-01-2026 18:00
294,401,Campus Notice Title 294,This is the description for campus notice number 294. Please read carefully.,https://example.com/notices/image_294.jpg,rejected,24-02-2026 17:00,22-03-2026 17:00,12-02-2026 16:00,12-02-2026 21:00
295,338,Campus Notice Title 295,This is the description for campus notice number 295. Please read carefully.,https://example.com/notices/image_295.jpg,draft,01-04-2026 15:00,10-04-2026 15:00,14-03-2026 12:00,14-03-2026 16:00
296,485,Campus Notice Title 296,This is the description for campus notice number 296. Please read carefully.,https://example.com/notices/image_296.jpg,rejected,02-01-2026 10:00,18-01-2026 10:00,06-01-2026 16:00,06-01-2026 17:00
297,692,Campus Notice Title 297,This is the description for campus notice number 297. Please read carefully.,https://example.com/notices/image_297.jpg,draft,30-03-2026 10:00,18-04-2026 10:00,25-02-2026 16:00,26-02-2026 02:00
298,642,Campus Notice Title 298,This is the description for campus notice number 298. Please read carefully.,https://example.com/notices/image_298.jpg,pending,04-02-2026 11:00,02-03-2026 11:00,24-01-2026 09:00,24-01-2026 15:00
299,902,Campus Notice Title 299,This is the description for campus notice number 299. Please read carefully.,https://example.com/notices/image_299.jpg,pending,12-03-2026 14:00,22-03-2026 14:00,09-01-2026 15:00,10-01-2026 00:00
300,683,Campus Notice Title 300,This is the description for campus notice number 300. Please read carefully.,https://example.com/notices/image_300.jpg,pending,21-03-2026 16:00,20-04-2026 16:00,21-03-2026 11:00,21-03-2026 21:00
301,674,Campus Notice Title 301,This is the description for campus notice number 301. Please read carefully.,https://example.com/notices/image_301.jpg,draft,23-03-2026 11:00,09-04-2026 11:00,10-02-2026 11:00,10-02-2026 18:00
302,635,Campus Notice Title 302,This is the description for campus notice number 302. Please read carefully.,https://example.com/notices/image_302.jpg,rejected,31-01-2026 15:00,21-02-2026 15:00,01-02-2026 10:00,01-02-2026 18:00
303,317,Campus Notice Title 303,This is the description for campus notice number 303. Please read carefully.,https://example.com/notices/image_303.jpg,published,19-03-2026 10:00,26-03-2026 10:00,05-01-2026 16:00,05-01-2026 23:00
304,806,Campus Notice Title 304,This is the description for campus notice number 304. Please read carefully.,https://example.com/notices/image_304.jpg,rejected,30-01-2026 15:00,25-02-2026 15:00,02-01-2026 13:00,02-01-2026 17:00
305,203,Campus Notice Title 305,This is the description for campus notice number 305. Please read carefully.,https://example.com/notices/image_305.jpg,pending,18-01-2026 11:00,29-01-2026 11:00,05-01-2026 17:00,05-01-2026 17:00
306,924,Campus Notice Title 306,This is the description for campus notice number 306. Please read carefully.,https://example.com/notices/image_306.jpg,pending,24-03-2026 12:00,15-04-2026 12:00,16-03-2026 11:00,16-03-2026 21:00
307,5,Campus Notice Title 307,This is the description for campus notice number 307. Please read carefully.,https://example.com/notices/image_307.jpg,rejected,16-01-2026 16:00,07-02-2026 16:00,14-03-2026 11:00,14-03-2026 14:00
308,430,Campus Notice Title 308,This is the description for campus notice number 308. Please read carefully.,https://example.com/notices/image_308.jpg,pending,01-02-2026 10:00,21-02-2026 10:00,19-01-2026 11:00,19-01-2026 15:00
309,665,Campus Notice Title 309,This is the description for campus notice number 309. Please read carefully.,https://example.com/notices/image_309.jpg,draft,12-01-2026 16:00,21-01-2026 16:00,18-02-2026 15:00,18-02-2026 16:00
310,585,Campus Notice Title 310,This is the description for campus notice number 310. Please read carefully.,https://example.com/notices/image_310.jpg,published,07-02-2026 12:00,06-03-2026 12:00,19-02-2026 11:00,19-02-2026 15:00
311,469,Campus Notice Title 311,This is the description for campus notice number 311. Please read carefully.,https://example.com/notices/image_311.jpg,draft,15-01-2026 17:00,10-02-2026 17:00,24-02-2026 17:00,24-02-2026 19:00
312,728,Campus Notice Title 312,This is the description for campus notice number 312. Please read carefully.,https://example.com/notices/image_312.jpg,pending,28-02-2026 11:00,15-03-2026 11:00,31-03-2026 09:00,31-03-2026 10:00
313,331,Campus Notice Title 313,This is the description for campus notice number 313. Please read carefully.,https://example.com/notices/image_313.jpg,rejected,09-01-2026 11:00,05-02-2026 11:00,23-03-2026 15:00,23-03-2026 18:00
314,790,Campus Notice Title 314,This is the description for campus notice number 314. Please read carefully.,https://example.com/notices/image_314.jpg,draft,08-03-2026 14:00,03-04-2026 14:00,16-02-2026 09:00,16-02-2026 16:00
315,999,Campus Notice Title 315,This is the description for campus notice number 315. Please read carefully.,https://example.com/notices/image_315.jpg,pending,04-02-2026 11:00,04-03-2026 11:00,20-03-2026 17:00,20-03-2026 17:00
316,867,Campus Notice Title 316,This is the description for campus notice number 316. Please read carefully.,https://example.com/notices/image_316.jpg,draft,30-03-2026 10:00,27-04-2026 10:00,26-03-2026 17:00,27-03-2026 02:00
317,846,Campus Notice Title 317,This is the description for campus notice number 317. Please read carefully.,https://example.com/notices/image_317.jpg,published,24-03-2026 15:00,11-04-2026 15:00,11-02-2026 16:00,11-02-2026 21:00
318,651,Campus Notice Title 318,This is the description for campus notice number 318. Please read carefully.,https://example.com/notices/image_318.jpg,pending,25-01-2026 16:00,05-02-2026 16:00,01-04-2026 14:00,01-04-2026 14:00
319,639,Campus Notice Title 319,This is the description for campus notice number 319. Please read carefully.,https://example.com/notices/image_319.jpg,draft,10-02-2026 15:00,20-02-2026 15:00,20-03-2026 13:00,20-03-2026 22:00
320,120,Campus Notice Title 320,This is the description for campus notice number 320. Please read carefully.,https://example.com/notices/image_320.jpg,published,15-01-2026 11:00,12-02-2026 11:00,02-02-2026 14:00,02-02-2026 16:00
321,326,Campus Notice Title 321,This is the description for campus notice number 321. Please read carefully.,https://example.com/notices/image_321.jpg,rejected,21-03-2026 14:00,04-04-2026 14:00,31-01-2026 17:00,31-01-2026 23:00
322,11,Campus Notice Title 322,This is the description for campus notice number 322. Please read carefully.,https://example.com/notices/image_322.jpg,pending,05-02-2026 17:00,18-02-2026 17:00,22-03-2026 17:00,23-03-2026 03:00
323,83,Campus Notice Title 323,This is the description for campus notice number 323. Please read carefully.,https://example.com/notices/image_323.jpg,draft,08-01-2026 14:00,07-02-2026 14:00,30-01-2026 12:00,30-01-2026 18:00
324,474,Campus Notice Title 324,This is the description for campus notice number 324. Please read carefully.,https://example.com/notices/image_324.jpg,published,10-02-2026 10:00,11-03-2026 10:00,22-01-2026 09:00,22-01-2026 12:00
325,918,Campus Notice Title 325,This is the description for campus notice number 325. Please read carefully.,https://example.com/notices/image_325.jpg,published,29-03-2026 10:00,12-04-2026 10:00,10-03-2026 16:00,11-03-2026 02:00
326,989,Campus Notice Title 326,This is the description for campus notice number 326. Please read carefully.,https://example.com/notices/image_326.jpg,published,16-02-2026 16:00,23-02-2026 16:00,21-03-2026 10:00,21-03-2026 14:00
327,915,Campus Notice Title 327,This is the description for campus notice number 327. Please read carefully.,https://example.com/notices/image_327.jpg,rejected,04-01-2026 11:00,02-02-2026 11:00,10-01-2026 10:00,10-01-2026 19:00
328,737,Campus Notice Title 328,This is the description for campus notice number 328. Please read carefully.,https://example.com/notices/image_328.jpg,rejected,24-02-2026 14:00,25-03-2026 14:00,28-03-2026 14:00,28-03-2026 23:00
329,562,Campus Notice Title 329,This is the description for campus notice number 329. Please read carefully.,https://example.com/notices/image_329.jpg,published,24-02-2026 15:00,14-03-2026 15:00,20-01-2026 13:00,20-01-2026 20:00
330,900,Campus Notice Title 330,This is the description for campus notice number 330. Please read carefully.,https://example.com/notices/image_330.jpg,draft,22-03-2026 15:00,04-04-2026 15:00,18-03-2026 10:00,18-03-2026 10:00
331,389,Campus Notice Title 331,This is the description for campus notice number 331. Please read carefully.,https://example.com/notices/image_331.jpg,pending,17-01-2026 17:00,07-02-2026 17:00,26-01-2026 09:00,26-01-2026 18:00
332,478,Campus Notice Title 332,This is the description for campus notice number 332. Please read carefully.,https://example.com/notices/image_332.jpg,rejected,12-02-2026 10:00,09-03-2026 10:00,22-03-2026 15:00,22-03-2026 17:00
333,793,Campus Notice Title 333,This is the description for campus notice number 333. Please read carefully.,https://example.com/notices/image_333.jpg,pending,10-03-2026 11:00,29-03-2026 11:00,01-01-2026 14:00,01-01-2026 14:00
334,335,Campus Notice Title 334,This is the description for campus notice number 334. Please read carefully.,https://example.com/notices/image_334.jpg,pending,06-03-2026 16:00,03-04-2026 16:00,15-03-2026 12:00,15-03-2026 13:00
335,120,Campus Notice Title 335,This is the description for campus notice number 335. Please read carefully.,https://example.com/notices/image_335.jpg,published,26-01-2026 16:00,15-02-2026 16:00,18-01-2026 10:00,18-01-2026 12:00
336,586,Campus Notice Title 336,This is the description for campus notice number 336. Please read carefully.,https://example.com/notices/image_336.jpg,rejected,06-03-2026 10:00,31-03-2026 10:00,17-03-2026 11:00,17-03-2026 14:00
337,15,Campus Notice Title 337,This is the description for campus notice number 337. Please read carefully.,https://example.com/notices/image_337.jpg,pending,31-03-2026 12:00,12-04-2026 12:00,26-02-2026 10:00,26-02-2026 13:00
338,383,Campus Notice Title 338,This is the description for campus notice number 338. Please read carefully.,https://example.com/notices/image_338.jpg,pending,01-03-2026 09:00,24-03-2026 09:00,29-01-2026 17:00,29-01-2026 18:00
339,151,Campus Notice Title 339,This is the description for campus notice number 339. Please read carefully.,https://example.com/notices/image_339.jpg,published,16-03-2026 14:00,13-04-2026 14:00,26-02-2026 15:00,26-02-2026 17:00
340,197,Campus Notice Title 340,This is the description for campus notice number 340. Please read carefully.,https://example.com/notices/image_340.jpg,rejected,29-03-2026 16:00,14-04-2026 16:00,07-01-2026 17:00,08-01-2026 00:00
341,113,Campus Notice Title 341,This is the description for campus notice number 341. Please read carefully.,https://example.com/notices/image_341.jpg,rejected,21-01-2026 17:00,05-02-2026 17:00,31-03-2026 12:00,31-03-2026 21:00
342,63,Campus Notice Title 342,This is the description for campus notice number 342. Please read carefully.,https://example.com/notices/image_342.jpg,published,22-01-2026 13:00,18-02-2026 13:00,04-02-2026 15:00,04-02-2026 18:00
343,746,Campus Notice Title 343,This is the description for campus notice number 343. Please read carefully.,https://example.com/notices/image_343.jpg,published,19-03-2026 13:00,14-04-2026 13:00,27-03-2026 11:00,27-03-2026 17:00
344,340,Campus Notice Title 344,This is the description for campus notice number 344. Please read carefully.,https://example.com/notices/image_344.jpg,draft,08-01-2026 17:00,26-01-2026 17:00,24-02-2026 17:00,24-02-2026 22:00
345,53,Campus Notice Title 345,This is the description for campus notice number 345. Please read carefully.,https://example.com/notices/image_345.jpg,draft,05-03-2026 09:00,22-03-2026 09:00,31-03-2026 16:00,31-03-2026 21:00
346,517,Campus Notice Title 346,This is the description for campus notice number 346. Please read carefully.,https://example.com/notices/image_346.jpg,pending,01-02-2026 12:00,02-03-2026 12:00,01-03-2026 09:00,01-03-2026 19:00
347,995,Campus Notice Title 347,This is the description for campus notice number 347. Please read carefully.,https://example.com/notices/image_347.jpg,published,27-01-2026 14:00,16-02-2026 14:00,27-03-2026 12:00,27-03-2026 20:00
348,290,Campus Notice Title 348,This is the description for campus notice number 348. Please read carefully.,https://example.com/notices/image_348.jpg,published,18-03-2026 13:00,11-04-2026 13:00,09-02-2026 14:00,09-02-2026 19:00
349,241,Campus Notice Title 349,This is the description for campus notice number 349. Please read carefully.,https://example.com/notices/image_349.jpg,draft,12-02-2026 12:00,07-03-2026 12:00,21-01-2026 16:00,21-01-2026 20:00
350,998,Campus Notice Title 350,This is the description for campus notice number 350. Please read carefully.,https://example.com/notices/image_350.jpg,rejected,03-01-2026 16:00,26-01-2026 16:00,08-03-2026 16:00,08-03-2026 20:00
351,892,Campus Notice Title 351,This is the description for campus notice number 351. Please read carefully.,https://example.com/notices/image_351.jpg,published,01-04-2026 09:00,14-04-2026 09:00,05-01-2026 11:00,05-01-2026 11:00
352,635,Campus Notice Title 352,This is the description for campus notice number 352. Please read carefully.,https://example.com/notices/image_352.jpg,pending,07-02-2026 14:00,08-03-2026 14:00,04-02-2026 16:00,04-02-2026 23:00
353,914,Campus Notice Title 353,This is the description for campus notice number 353. Please read carefully.,https://example.com/notices/image_353.jpg,pending,03-03-2026 11:00,14-03-2026 11:00,01-02-2026 11:00,01-02-2026 13:00
354,666,Campus Notice Title 354,This is the description for campus notice number 354. Please read carefully.,https://example.com/notices/image_354.jpg,pending,21-01-2026 17:00,18-02-2026 17:00,19-01-2026 13:00,19-01-2026 13:00
355,268,Campus Notice Title 355,This is the description for campus notice number 355. Please read carefully.,https://example.com/notices/image_355.jpg,draft,20-03-2026 13:00,30-03-2026 13:00,01-04-2026 11:00,01-04-2026 15:00
356,385,Campus Notice Title 356,This is the description for campus notice number 356. Please read carefully.,https://example.com/notices/image_356.jpg,draft,14-03-2026 12:00,11-04-2026 12:00,21-03-2026 15:00,21-03-2026 21:00
357,679,Campus Notice Title 357,This is the description for campus notice number 357. Please read carefully.,https://example.com/notices/image_357.jpg,rejected,02-02-2026 10:00,17-02-2026 10:00,28-02-2026 17:00,28-02-2026 21:00
358,213,Campus Notice Title 358,This is the description for campus notice number 358. Please read carefully.,https://example.com/notices/image_358.jpg,pending,09-01-2026 13:00,04-02-2026 13:00,09-01-2026 14:00,09-01-2026 17:00
359,45,Campus Notice Title 359,This is the description for campus notice number 359. Please read carefully.,https://example.com/notices/image_359.jpg,rejected,23-03-2026 17:00,14-04-2026 17:00,12-01-2026 15:00,12-01-2026 22:00
360,731,Campus Notice Title 360,This is the description for campus notice number 360. Please read carefully.,https://example.com/notices/image_360.jpg,published,05-03-2026 15:00,16-03-2026 15:00,13-01-2026 13:00,13-01-2026 23:00
361,218,Campus Notice Title 361,This is the description for campus notice number 361. Please read carefully.,https://example.com/notices/image_361.jpg,draft,19-03-2026 09:00,03-04-2026 09:00,14-03-2026 09:00,14-03-2026 17:00
362,463,Campus Notice Title 362,This is the description for campus notice number 362. Please read carefully.,https://example.com/notices/image_362.jpg,rejected,18-02-2026 11:00,18-03-2026 11:00,28-02-2026 11:00,28-02-2026 19:00
363,478,Campus Notice Title 363,This is the description for campus notice number 363. Please read carefully.,https://example.com/notices/image_363.jpg,published,15-03-2026 17:00,06-04-2026 17:00,15-01-2026 09:00,15-01-2026 09:00
364,132,Campus Notice Title 364,This is the description for campus notice number 364. Please read carefully.,https://example.com/notices/image_364.jpg,pending,28-03-2026 16:00,17-04-2026 16:00,21-01-2026 10:00,21-01-2026 13:00
365,836,Campus Notice Title 365,This is the description for campus notice number 365. Please read carefully.,https://example.com/notices/image_365.jpg,published,22-01-2026 12:00,31-01-2026 12:00,15-01-2026 15:00,15-01-2026 21:00
366,415,Campus Notice Title 366,This is the description for campus notice number 366. Please read carefully.,https://example.com/notices/image_366.jpg,draft,24-01-2026 09:00,14-02-2026 09:00,16-01-2026 10:00,16-01-2026 13:00
367,996,Campus Notice Title 367,This is the description for campus notice number 367. Please read carefully.,https://example.com/notices/image_367.jpg,rejected,06-02-2026 11:00,25-02-2026 11:00,30-03-2026 12:00,30-03-2026 15:00
368,973,Campus Notice Title 368,This is the description for campus notice number 368. Please read carefully.,https://example.com/notices/image_368.jpg,published,06-03-2026 12:00,01-04-2026 12:00,29-03-2026 13:00,29-03-2026 22:00
369,533,Campus Notice Title 369,This is the description for campus notice number 369. Please read carefully.,https://example.com/notices/image_369.jpg,published,07-01-2026 11:00,01-02-2026 11:00,14-02-2026 13:00,14-02-2026 21:00
370,9,Campus Notice Title 370,This is the description for campus notice number 370. Please read carefully.,https://example.com/notices/image_370.jpg,pending,23-03-2026 17:00,22-04-2026 17:00,02-01-2026 15:00,02-01-2026 17:00
371,56,Campus Notice Title 371,This is the description for campus notice number 371. Please read carefully.,https://example.com/notices/image_371.jpg,pending,09-03-2026 16:00,27-03-2026 16:00,11-01-2026 12:00,11-01-2026 20:00
372,164,Campus Notice Title 372,This is the description for campus notice number 372. Please read carefully.,https://example.com/notices/image_372.jpg,rejected,06-02-2026 11:00,01-03-2026 11:00,04-02-2026 15:00,05-02-2026 00:00
373,155,Campus Notice Title 373,This is the description for campus notice number 373. Please read carefully.,https://example.com/notices/image_373.jpg,pending,16-02-2026 14:00,04-03-2026 14:00,06-03-2026 10:00,06-03-2026 13:00
374,919,Campus Notice Title 374,This is the description for campus notice number 374. Please read carefully.,https://example.com/notices/image_374.jpg,rejected,22-01-2026 12:00,02-02-2026 12:00,10-01-2026 12:00,10-01-2026 19:00
375,131,Campus Notice Title 375,This is the description for campus notice number 375. Please read carefully.,https://example.com/notices/image_375.jpg,pending,01-03-2026 15:00,10-03-2026 15:00,14-03-2026 15:00,14-03-2026 18:00
376,206,Campus Notice Title 376,This is the description for campus notice number 376. Please read carefully.,https://example.com/notices/image_376.jpg,rejected,07-02-2026 17:00,28-02-2026 17:00,14-02-2026 09:00,14-02-2026 09:00
377,590,Campus Notice Title 377,This is the description for campus notice number 377. Please read carefully.,https://example.com/notices/image_377.jpg,rejected,23-01-2026 09:00,28-01-2026 09:00,10-02-2026 09:00,10-02-2026 13:00
378,777,Campus Notice Title 378,This is the description for campus notice number 378. Please read carefully.,https://example.com/notices/image_378.jpg,pending,23-03-2026 15:00,02-04-2026 15:00,16-03-2026 13:00,16-03-2026 22:00
379,795,Campus Notice Title 379,This is the description for campus notice number 379. Please read carefully.,https://example.com/notices/image_379.jpg,rejected,18-03-2026 15:00,02-04-2026 15:00,15-01-2026 11:00,15-01-2026 12:00
380,652,Campus Notice Title 380,This is the description for campus notice number 380. Please read carefully.,https://example.com/notices/image_380.jpg,published,06-03-2026 12:00,23-03-2026 12:00,01-01-2026 16:00,01-01-2026 21:00
381,727,Campus Notice Title 381,This is the description for campus notice number 381. Please read carefully.,https://example.com/notices/image_381.jpg,draft,21-03-2026 09:00,05-04-2026 09:00,20-03-2026 10:00,20-03-2026 18:00
382,659,Campus Notice Title 382,This is the description for campus notice number 382. Please read carefully.,https://example.com/notices/image_382.jpg,rejected,29-01-2026 14:00,17-02-2026 14:00,19-01-2026 12:00,19-01-2026 18:00
383,588,Campus Notice Title 383,This is the description for campus notice number 383. Please read carefully.,https://example.com/notices/image_383.jpg,rejected,25-03-2026 15:00,22-04-2026 15:00,20-01-2026 17:00,20-01-2026 19:00
