event_id,user_id,event_name,event_description,event_type,location,event_image,start_date,end_date,created_at,updated_at
303,317,Event 303,This is description for event 303,Workshop,Bangalore,event_303.jpg,2024-11-17 10:06:00,2024-11-20 10:06:00,2024-11-08 10:06:00,2024-12-07 10:06:00
304,806,Event 304,This is description for event 304,Sports,Bangalore,event_304.jpg,2023-02-10 16:18:00,2023-02-13 16:18:00,2023-02-01 16:18:00,2023-02-20 16:18:00
305,203,Event 305,This is description for event 305,Workshop,Delhi,event_305.jpg,2024-10-16 06:52:00,2024-10-16 06:52:00,2024-10-07 06:52:00,2024-10-26 06:52:00
306,924,Event 306,This is description for event 306,Workshop,Delhi,event_306.jpg,2025-07-02 19:07:00,2025-07-02 19:07:00,2025-06-29 19:07:00,2025-07-09 19:07:00
307,5,Event 307,This is description for event 307,Cultural,Pune,event_307.jpg,2025-08-11 16:00:00,2025-08-11 16:00:00,2025-08-07 16:00:00,2025-08-20 16:00:00
308,430,Event 308,This is description for event 308,Seminar,Delhi,event_308.jpg,2025-12-05 10:39:00,2025-12-08 10:39:00,2025-12-04 10:39:00,2025-12-14 10:39:00
309,665,Event 309,This is description for event 309,Sports,Mumbai,event_309.jpg,2024-12-22 13:42:00,2024-12-25 13:42:00,2024-12-16 13:42:00,2024-12-24 13:42:00
310,585,Event 310,This is description for event 310,Sports,Bangalore,event_310.jpg,2023-07-26 07:13:00,2023-07-26 07:13:00,2023-07-23 07:13:00,2023-07-31 07:13:00
311,469,Event 311,This is description for event 311,Sports,Pune,event_311.jpg,2025-08-11 17:25:00,2025-08-13 17:25:00,2025-08-08 17:25:00,2025-08-17 17:25:00
312,728,Event 312,This is description for event 312,Technical,Hyderabad,event_312.jpg,2023-04-13 12:34:00,2023-04-13 12:34:00,2023-04-12 12:34:00,2023-04-27 12:34:00
313,331,Event 313,This is description for event 313,Cultural,Delhi,event_313.jpg,2025-03-26 05:51:00,2025-03-29 05:51:00,2025-03-16 05:51:00,2025-04-04 05:51:00
314,790,Event 314,This is description for event 314,Cultural,Delhi,event_314.jpg,2025-09-16 12:04:00,2025-09-16 12:04:00,2025-09-10 12:04:00,2025-09-22 12:04:00
315,999,Event 315,This is description for event 315,Technical,Delhi,event_315.jpg,2025-09-16 10:56:00,2025-09-19 10:56:00,2025-09-15 10:56:00,2025-09-25 10:56:00
316,867,Event 316,This is description for event 316,Sports,Pune,event_316.jpg,2025-10-13 08:09:00,2025-10-16 08:09:00,2025-10-08 08:09:00,2025-10-21 08:09:00
317,846,Event 317,This is description for event 317,Cultural,Delhi,event_317.jpg,2023-10-14 07:34:00,2023-10-14 07:34:00,2023-10-11 07:34:00,2023-10-13 07:34:00
318,651,Event 318,This is description for event 318,Sports,Delhi,event_318.jpg,2024-08-17 21:27:00,2024-08-19 21:27:00,2024-08-09 21:27:00,2024-09-08 21:27:00
319,639,Event 319,This is description for event 319,Seminar,Pune,event_319.jpg,2023-06-16 18:46:00,2023-06-18 18:46:00,2023-06-07 18:46:00,2023-06-08 18:46:00
320,120,Event 320,This is description for event 320,Sports,Delhi,event_320.jpg,2024-11-08 19:57:00,2024-11-11 19:57:00,2024-11-05 19:57:00,2024-11-30 19:57:00
321,326,Event 321,This is description for event 321,Seminar,Mumbai,event_321.jpg,2025-01-16 05:35:00,2025-01-18 05:35:00,2025-01-09 05:35:00,2025-02-07 05:35:00
322,11,Event 322,This is description for event 322,Technical,Hyderabad,event_322.jpg,2023-06-20 08:51:00,2023-06-23 08:51:00,2023-06-18 08:51:00,2023-07-16 08:51:00
323,83,Event 323,This is description for event 323,Workshop,Bangalore,event_323.jpg,2025-06-22 08:45:00,2025-06-24 08:45:00,2025-06-15 08:45:00,2025-06-26 08:45:00
324,474,Event 324,This is description for event 324,Sports,Bangalore,event_324.jpg,2024-08-28 00:39:00,2024-08-30 00:39:00,2024-08-27 00:39:00,2024-09-08 00:39:00
325,918,Event 325,This is description for event 325,Workshop,Mumbai,event_325.jpg,2024-05-15 05:27:00,2024-05-18 05:27:00,2024-05-07 05:27:00,2024-05-08 05:27:00
326,989,Event 326,This is description for event 326,Seminar,Pune,event_326.jpg,2024-12-28 03:14:00,2024-12-28 03:14:00,2024-12-21 03:14:00,2024-12-28 03:14:00
327,915,Event 327,This is description for event 327,Cultural,Hyderabad,event_327.jpg,2025-10-31 17:01:00,2025-11-02 17:01:00,2025-10-29 17:01:00,2025-11-14 17:01:00
328,737,Event 328,This is description for event 328,Workshop,Bangalore,event_328.jpg,2024-11-20 07:45:00,2024-11-23 07:45:00,2024-11-15 07:45:00,2024-12-03 07:45:00
329,562,Event 329,This is description for event 329,Workshop,Pune,event_329.jpg,2025-03-03 00:40:00,2025-03-06 00:40:00,2025-03-01 00:40:00,2025-03-07 00:40:00
330,900,Event 330,This is description for event 330,Seminar,Mumbai,event_330.jpg,2025-05-30 18:52:00,2025-05-31 18:52:00,2025-05-29 18:52:00,2025-06-07 18:52:00
331,389,Event 331,This is description for event 331,Cultural,Mumbai,event_331.jpg,2024-09-29 20:20:00,2024-09-29 20:20:00,2024-09-21 20:20:00,2024-10-19 20:20:00
332,478,Event 332,This is description for event 332,Cultural,Bangalore,event_332.jpg,2023-10-10 10:05:00,2023-10-11 10:05:00,2023-09-30 10:05:00,2023-10-28 10:05:00
333,793,Event 333,This is description for event 333,Cultural,Bangalore,event_333.jpg,2023-10-17 20:54:00,2023-10-18 20:54:00,2023-10-12 20:54:00,2023-10-22 20:54:00
334,335,Event 334,This is description for event 334,Seminar,Hyderabad,event_334.jpg,2025-11-15 08:45:00,2025-11-15 08:45:00,2025-11-07 08:45:00,2025-11-11 08:45:00
335,120,Event 335,This is description for event 335,Workshop,Delhi,event_335.jpg,2023-09-25 13:49:00,2023-09-28 13:49:00,2023-09-24 13:49:00,2023-10-12 13:49:00
336,586,Event 336,This is description for event 336,Technical,Hyderabad,event_336.jpg,2024-02-21 23:49:00,2024-02-23 23:49:00,2024-02-18 23:49:00,2024-03-18 23:49:00
337,15,Event 337,This is description for event 337,Cultural,Delhi,event_337.jpg,2024-06-29 19:53:00,2024-06-30 19:53:00,2024-06-22 19:53:00,2024-07-10 19:53:00
338,383,Event 338,This is description for event 338,Sports,Delhi,event_338.jpg,2025-09-02 19:36:00,2025-09-04 19:36:00,2025-08-30 19:36:00,2025-08-31 19:36:00
339,151,Event 339,This is description for event 339,Seminar,Delhi,event_339.jpg,2025-04-28 20:02:00,2025-04-29 20:02:00,2025-04-25 20:02:00,2025-05-03 20:02:00
340,197,Event 340,This is description for event 340,Seminar,Bangalore,event_340.jpg,2024-06-17 17:41:00,2024-06-18 17:41:00,2024-06-12 17:41:00,2024-06-28 17:41:00
341,113,Event 341,This is description for event 341,Sports,Mumbai,event_341.jpg,2024-06-18 23:12:00,2024-06-20 23:12:00,2024-06-15 23:12:00,2024-07-14 23:12:00
342,63,Event 342,This is description for event 342,Sports,Bangalore,event_342.jpg,2023-12-12 02:50:00,2023-12-14 02:50:00,2023-12-04 02:50:00,2023-12-23 02:50:00
343,746,Event 343,This is description for event 343,Seminar,Hyderabad,event_343.jpg,2025-12-13 13:40:00,2025-12-15 13:40:00,2025-12-10 13:40:00,2025-12-15 13:40:00
344,340,Event 344,This is description for event 344,Cultural,Delhi,event_344.jpg,2023-04-15 12:09:00,2023-04-17 12:09:00,2023-04-13 12:09:00,2023-05-12 12:09:00
345,53,Event 345,This is description for event 345,Technical,Mumbai,event_345.jpg,2025-04-24 19:13:00,2025-04-26 19:13:00,2025-04-23 19:13:00,2025-04-24 19:13:00
346,517,Event 346,This is description for event 346,Technical,Bangalore,event_346.jpg,2024-03-28 03:28:00,2024-03-30 03:28:00,2024-03-25 03:28:00,2024-04-15 03:28:00
347,995,Event 347,This is description for event 347,Seminar,Pune,event_347.jpg,2023-08-19 15:14:00,2023-08-22 15:14:00,2023-08-14 15:14:00,2023-08-23 15:14:00
348,290,Event 348,This is description for event 348,Seminar,Hyderabad,event_348.jpg,2024-05-09 05:53:00,2024-05-09 05:53:00,2024-05-04 05:53:00,2024-05-22 05:53:00
349,241,Event 349,This is description for event 349,Cultural,Pune,event_349.jpg,2025-03-22 01:07:00,2025-03-25 01:07:00,2025-03-21 01:07:00,2025-04-06 01:07:00
350,998,Event 350,This is description for event 350,Sports,Hyderabad,event_350.jpg,2023-03-29 14:02:00,2023-03-30 14:02:00,2023-03-27 14:02:00,2023-04-03 14:02:00
351,892,Event 351,This is description for event 351,Cultural,Hyderabad,event_351.jpg,2025-03-29 10:39:00,2025-03-31 10:39:00,2025-03-20 10:39:00,2025-03-24 10:39:00
352,635,Event 352,This is description for event 352,Technical,Delhi,event_352.jpg,2023-07-25 02:41:00,2023-07-28 02:41:00,2023-07-19 02:41:00,2023-08-07 02:41:00
353,914,Event 353,This is description for event 353,Seminar,Pune,event_353.jpg,2023-02-20 08:22:00,2023-02-22 08:22:00,2023-02-12 08:22:00,2023-03-02 08:22:00
354,666,Event 354,This is description for event 354,Sports,Pune,event_354.jpg,2025-05-26 00:35:00,2025-05-28 00:35:00,2025-05-25 00:35:00,2025-06-19 00:35:00
355,268,Event 355,This is description for event 355,Sports,Bangalore,event_355.jpg,2023-03-09 18:24:00,2023-03-09 18:24:00,2023-03-08 18:24:00,2023-03-30 18:24:00
356,385,Event 356,This is description for event 356,Seminar,Delhi,event_356.jpg,2025-08-19 07:32:00,2025-08-21 07:32:00,2025-08-17 07:32:00,2025-08-21 07:32:00
357,679,Event 357,This is description for event 357,Sports,Delhi,event_357.jpg,2025-11-08 01:45:00,2025-11-08 01:45:00,2025-11-05 01:45:00,2025-11-21 01:45:00
358,213,Event 358,This is description for event 358,Seminar,Mumbai,event_358.jpg,2024-01-23 10:20:00,2024-01-25 10:20:00,2024-01-19 10:20:00,2024-02-18 10:20:00
359,45,Event 359,This is description for event 359,Seminar,Hyderabad,event_359.jpg,2024-08-15 15:20:00,2024-08-16 15:20:00,2024-08-09 15:20:00,2024-09-07 15:20:00
360,731,Event 360,This is description for event 360,Technical,Pune,event_360.jpg,2024-02-21 05:31:00,2024-02-22 05:31:00,2024-02-12 05:31:00,2024-03-05 05:31:00
361,218,Event 361,This is description for event 361,Workshop,Pune,event_361.jpg,2024-07-13 01:19:00,2024-07-16 01:19:00,2024-07-09 01:19:00,2024-07-19 01:19:00
362,463,Event 362,This is description for event 362,Cultural,Mumbai,event_362.jpg,2023-09-08 06:58:00,2023-09-10 06:58:00,2023-09-04 06:58:00,2023-09-06 06:58:00
363,478,Event 363,This is description for event 363,Seminar,Hyderabad,event_363.jpg,2023-05-31 05:13:00,2023-06-03 05:13:00,2023-05-30 05:13:00,2023-06-16 05:13:00
364,132,Event 364,This is description for event 364,Seminar,Hyderabad,event_364.jpg,2025-10-11 19:30:00,2025-10-11 19:30:00,2025-10-03 19:30:00,2025-10-13 19:30:00
365,836,Event 365,This is description for event 365,Seminar,Bangalore,event_365.jpg,2024-11-29 07:29:00,2024-11-30 07:29:00,2024-11-19 07:29:00,2024-11-22 07:29:00
366,415,Event 366,This is description for event 366,Cultural,Delhi,event_366.jpg,2025-11-16 02:41:00,2025-11-19 02:41:00,2025-11-08 02:41:00,2025-12-07 02:41:00
367,996,Event 367,This is description for event 367,Cultural,Hyderabad,event_367.jpg,2023-10-20 16:30:00,2023-10-20 16:30:00,2023-10-16 16:30:00,2023-10-20 16:30:00
368,973,Event 368,This is description for event 368,Sports,Hyderabad,event_368.jpg,2025-11-09 22:52:00,2025-11-09 22:52:00,2025-11-01 22:52:00,2025-11-11 22:52:00
369,533,Event 369,This is description for event 369,Workshop,Mumbai,event_369.jpg,2023-11-23 00:23:00,2023-11-26 00:23:00,2023-11-15 00:23:00,2023-12-08 00:23:00
370,9,Event 370,This is description for event 370,Cultural,Mumbai,event_370.jpg,2023-01-15 19:03:00,2023-01-18 19:03:00,2023-01-08 19:03:00,2023-02-04 19:03:00
371,56,Event 371,This is description for event 371,Sports,Delhi,event_371.jpg,2024-11-02 14:24:00,2024-11-03 14:24:00,2024-10-26 14:24:00,2024-11-17 14:24:00
372,164,Event 372,This is description for event 372,Technical,Hyderabad,event_372.jpg,2025-01-10 09:57:00,2025-01-13 09:57:00,2025-01-04 09:57:00,2025-01-13 09:57:00
373,155,Event 373,This is description for event 373,Technical,Bangalore,event_373.jpg,2023-09-29 02:23:00,2023-09-30 02:23:00,2023-09-28 02:23:00,2023-10-13 02:23:00
374,919,Event 374,This is description for event 374,Sports,Delhi,event_374.jpg,2024-05-31 16:24:00,2024-05-31 16:24:00,2024-05-25 16:24:00,2024-05-31 16:24:00
375,131,Event 375,This is description for event 375,Seminar,Pune,event_375.jpg,2023-09-17 04:06:00,2023-09-20 04:06:00,2023-09-16 04:06:00,2023-09-26 04:06:00
376,206,Event 376,This is description for event 376,Sports,Bangalore,event_376.jpg,2024-04-13 11:14:00,2024-04-14 11:14:00,2024-04-08 11:14:00,2024-04-21 11:14:00
377,590,Event 377,This is description for event 377,Technical,Hyderabad,event_377.jpg,2023-04-13 21:54:00,2023-04-16 21:54:00,2023-04-11 21:54:00,2023-05-06 21:54:00
378,777,Event 378,This is description for event 378,Seminar,Bangalore,event_378.jpg,2023-05-17 02:42:00,2023-05-19 02:42:00,2023-05-13 02:42:00,2023-05-29 02:42:00
379,795,Event 379,This is description for event 379,Sports,Delhi,event_379.jpg,2025-02-18 13:50:00,2025-02-18 13:50:00,2025-02-12 13:50:00,2025-02-15 13:50:00
380,652,Event 380,This is description for event 380,Sports,Bangalore,event_380.jpg,2024-03-19 09:39:00,2024-03-19 09:39:00,2024-03-18 09:39:00,2024-03-21 09:39:00
381,727,Event 381,This is description for event 381,Technical,Bangalore,event_381.jpg,2024-10-11 13:50:00,2024-10-11 13:50:00,2024-10-06 13:50:00,2024-11-01 13:50:00
382,659,Event 382,This is description for event 382,Seminar,Hyderabad,event_382.jpg,2024-07-19 22:20:00,2024-07-19 22:20:00,2024-07-13 22:20:00,2024-07-18 22:20:00
383,588,Event 383,This is description for event 383,Technical,Bangalore,event_383.jpg,2023-06-01 12:21:00,2023-06-03 12:21:00,2023-05-31 12:21:00,2023-06-18 12:21:00
384,453,Event 384,This is description for event 384,Sports,Mumbai,event_384.jpg,2023-09-25 20:49:00,2023-09-25 20:49:00,2023-09-16 20:49:00,2023-10-09 20:49:00
385,44,Event 385,This is description for event 385,Workshop,Delhi,event_385.jpg,2023-04-13 18:07:00,2023-04-15 18:07:00,2023-04-03 18:07:00,2023-04-30 18:07:00
386,543,Event 386,This is description for event 386,Workshop,Bangalore,event_386.jpg,2024-01-16 12:11:00,2024-01-19 12:11:00,2024-01-10 12:11:00,2024-01-22 12:11:00
387,230,Event 387,This is description for event 387,Workshop,Bangalore,event_387.jpg,2025-05-17 08:42:00,2025-05-19 08:42:00,2025-05-15 08:42:00,2025-06-09 08:42:00
388,489,Event 388,This is description for event 388,Sports,Bangalore,event_388.jpg,2025-08-13 02:54:00,2025-08-14 02:54:00,2025-08-11 02:54:00,2025-08-16 02:54:00
389,925,Event 389,This is description for event 389,Workshop,Pune,event_389.jpg,2024-08-20 03:26:00,2024-08-23 03:26:00,2024-08-19 03:26:00,2024-09-18 03:26:00
390,926,Event 390,This is description for event 390,Technical,Bangalore,event_390.jpg,2023-11-18 01:42:00,2023-11-20 01:42:00,2023-11-11 01:42:00,2023-11-17 01:42:00
391,827,Event 391,This is description for event 391,Sports,Mumbai,event_391.jpg,2025-03-05 06:10:00,2025-03-08 06:10:00,2025-02-25 06:10:00,2025-03-16 06:10:00
392,29,Event 392,This is description for event 392,Workshop,Hyderabad,event_392.jpg,2024-06-15 13:34:00,2024-06-16 13:34:00,2024-06-07 13:34:00,2024-06-17 13:34:00
393,135,Event 393,This is description for event 393,Seminar,Mumbai,event_393.jpg,2023-01-16 17:09:00,2023-01-18 17:09:00,2023-01-10 17:09:00,2023-01-29 17:09:00
394,504,Event 394,This is description for event 394,Seminar,Pune,event_394.jpg,2023-10-05 01:53:00,2023-10-06 01:53:00,2023-10-02 01:53:00,2023-10-27 01:53:00
395,213,Event 395,This is description for event 395,Technical,Delhi,event_395.jpg,2024-03-24 07:38:00,2024-03-27 07:38:00,2024-03-21 07:38:00,2024-04-02 07:38:00
396,411,Event 396,This is description for event 396,Seminar,Delhi,event_396.jpg,2023-12-02 08:34:00,2023-12-05 08:34:00,2023-11-29 08:34:00,2023-12-13 08:34:00
397,822,Event 397,This is description for event 397,Cultural,Hyderabad,event_397.jpg,2024-07-25 20:56:00,2024-07-25 20:56:00,2024-07-20 20:56:00,2024-07-29 20:56:00
398,625,Event 398,This is description for event 398,Cultural,Bangalore,event_398.jpg,2023-07-22 04:24:00,2023-07-24 04:24:00,2023-07-17 04:24:00,2023-07-23 04:24:00
399,165,Event 399,This is description for event 399,Cultural,Bangalore,event_399.jpg,2023-12-25 10:32:00,2023-12-25 10:32:00,2023-12-21 10:32:00,2024-01-06 10:32:00
400,765,Event 400,This is description for event 400,Sports,Bangalore,event_400.jpg,2024-03-05 09:34:00,2024-03-07 09:34:00,2024-03-01 09:34:00,2024-03-21 09:34:00
401,225,Event 401,This is description for event 401,Seminar,Hyderabad,event_401.jpg,2025-09-30 00:02:00,2025-10-03 00:02:00,2025-09-23 00:02:00,2025-10-18 00:02:00
402,384,Event 402,This is description for event 402,Cultural,Bangalore,event_402.jpg,2025-12-08 21:46:00,2025-12-11 21:46:00,2025-11-29 21:46:00,2025-12-20 21:46:00
403,551,Event 403,This is description for event 403,Cultural,Hyderabad,event_403.jpg,2023-03-23 12:27:00,2023-03-25 12:27:00,2023-03-21 12:27:00,2023-04-14 12:27:00
404,986,Event 404,This is description for event 404,Cultural,Bangalore,event_404.jpg,2024-04-08 14:45:00,2024-04-10 14:45:00,2024-04-07 14:45:00,2024-04-30 14:45:00
405,492,Event 405,This is description for event 405,Cultural,Mumbai,event_405.jpg,2025-08-08 06:11:00,2025-08-08 06:11:00,2025-07-31 06:11:00,2025-08-01 06:11:00
406,405,Event 406,This is description for event 406,Sports,Delhi,event_406.jpg,2025-10-27 18:43:00,2025-10-30 18:43:00,2025-10-17 18:43:00,2025-11-03 18:43:00
407,974,Event 407,This is description for event 407,Sports,Hyderabad,event_407.jpg,2024-07-21 07:59:00,2024-07-23 07:59:00,2024-07-18 07:59:00,2024-07-20 07:59:00
408,122,Event 408,This is description for event 408,Seminar,Hyderabad,event_408.jpg,2024-03-26 03:03:00,2024-03-27 03:03:00,2024-03-22 03:03:00,2024-04-14 03:03:00
409,432,Event 409,This is description for event 409,Cultural,Hyderabad,event_409.jpg,2024-11-02 13:07:00,2024-11-02 13:07:00,2024-10-27 13:07:00,2024-10-29 13:07:00
410,887,Event 410,This is description for event 410,Cultural,Bangalore,event_410.jpg,2025-09-25 23:49:00,2025-09-26 23:49:00,2025-09-21 23:49:00,2025-09-25 23:49:00
411,451,Event 411,This is description for event 411,Workshop,Hyderabad,event_411.jpg,2025-10-05 00:43:00,2025-10-08 00:43:00,2025-09-28 00:43:00,2025-09-29 00:43:00
412,231,Event 412,This is description for event 412,Sports,Mumbai,event_412.jpg,2023-07-20 07:35:00,2023-07-23 07:35:00,2023-07-10 07:35:00,2023-08-07 07:35:00
413,498,Event 413,This is description for event 413,Cultural,Bangalore,event_413.jpg,2023-02-10 13:19:00,2023-02-12 13:19:00,2023-02-08 13:19:00,2023-02-12 13:19:00
414,337,Event 414,This is description for event 414,Cultural,Delhi,event_414.jpg,2023-05-27 07:27:00,2023-05-28 07:27:00,2023-05-24 07:27:00,2023-05-25 07:27:00
415,114,Event 415,This is description for event 415,Workshop,Bangalore,event_415.jpg,2025-02-17 22:47:00,2025-02-18 22:47:00,2025-02-09 22:47:00,2025-03-02 22:47:00
416,190,Event 416,This is description for event 416,Workshop,Bangalore,event_416.jpg,2024-07-20 05:58:00,2024-07-22 05:58:00,2024-07-17 05:58:00,2024-08-08 05:58:00
417,298,Event 417,This is description for event 417,Workshop,Pune,event_417.jpg,2025-02-06 04:23:00,2025-02-08 04:23:00,2025-02-03 04:23:00,2025-02-06 04:23:00
418,543,Event 418,This is description for event 418,Technical,Delhi,event_418.jpg,2024-11-09 10:56:00,2024-11-09 10:56:00,2024-11-02 10:56:00,2024-11-22 10:56:00
419,874,Event 419,This is description for event 419,Sports,Hyderabad,event_419.jpg,2025-08-10 16:27:00,2025-08-11 16:27:00,2025-08-04 16:27:00,2025-08-15 16:27:00
420,54,Event 420,This is description for event 420,Workshop,Mumbai,event_420.jpg,2024-05-18 00:16:00,2024-05-20 00:16:00,2024-05-11 00:16:00,2024-06-08 00:16:00
421,760,Event 421,This is description for event 421,Sports,Hyderabad,event_421.jpg,2024-01-21 02:03:00,2024-01-24 02:03:00,2024-01-17 02:03:00,2024-02-05 02:03:00
422,815,Event 422,This is description for event 422,Seminar,Mumbai,event_422.jpg,2023-07-26 14:15:00,2023-07-27 14:15:00,2023-07-16 14:15:00,2023-08-08 14:15:00
423,102,Event 423,This is description for event 423,Sports,Mumbai,event_423.jpg,2024-06-21 23:09:00,2024-06-24 23:09:00,2024-06-13 23:09:00,2024-06-16 23:09:00
424,93,Event 424,This is description for event 424,Seminar,Hyderabad,event_424.jpg,2025-03-22 20:29:00,2025-03-22 20:29:00,2025-03-16 20:29:00,2025-04-10 20:29:00
425,839,Event 425,This is description for event 425,Cultural,Delhi,event_425.jpg,2023-01-28 23:27:00,2023-01-31 23:27:00,2023-01-24 23:27:00,2023-02-13 23:27:00
426,270,Event 426,This is description for event 426,Technical,Mumbai,event_426.jpg,2024-10-15 14:15:00,2024-10-17 14:15:00,2024-10-05 14:15:00,2024-10-18 14:15:00
427,349,Event 427,This is description for event 427,Cultural,Hyderabad,event_427.jpg,2025-01-10 11:59:00,2025-01-10 11:59:00,2025-01-02 11:59:00,2025-01-08 11:59:00
428,521,Event 428,This is description for event 428,Seminar,Delhi,event_428.jpg,2025-04-07 17:01:00,2025-04-08 17:01:00,2025-03-30 17:01:00,2025-04-20 17:01:00
429,795,Event 429,This is description for event 429,Technical,Hyderabad,event_429.jpg,2025-06-08 21:28:00,2025-06-08 21:28:00,2025-06-03 21:28:00,2025-06-04 21:28:00
430,605,Event 430,This is description for event 430,Sports,Delhi,event_430.jpg,2025-02-10 21:18:00,2025-02-12 21:18:00,2025-01-31 21:18:00,2025-02-04 21:18:00
431,199,Event 431,This is description for event 431,Cultural,Bangalore,event_431.jpg,2024-03-08 22:59:00,2024-03-10 22:59:00,2024-03-02 22:59:00,2024-03-08 22:59:00
432,660,Event 432,This is description for event 432,Technical,Mumbai,event_432.jpg,2025-07-10 13:02:00,2025-07-10 13:02:00,2025-07-02 13:02:00,2025-07-26 13:02:00
433,652,Event 433,This is description for event 433,Cultural,Bangalore,event_433.jpg,2024-02-03 01:23:00,2024-02-03 01:23:00,2024-01-26 01:23:00,2024-02-21 01:23:00
434,59,Event 434,This is description for event 434,Technical,Pune,event_434.jpg,2025-10-08 03:59:00,2025-10-10 03:59:00,2025-10-07 03:59:00,2025-10-23 03:59:00
435,758,Event 435,This is description for event 435,Workshop,Hyderabad,event_435.jpg,2025-08-16 13:23:00,2025-08-19 13:23:00,2025-08-08 13:23:00,2025-08-15 13:23:00
436,240,Event 436,This is description for event 436,Seminar,Mumbai,event_436.jpg,2024-07-27 17:36:00,2024-07-28 17:36:00,2024-07-25 17:36:00,2024-08-03 17:36:00
437,191,Event 437,This is description for event 437,Sports,Hyderabad,event_437.jpg,2025-07-22 08:24:00,2025-07-25 08:24:00,2025-07-14 08:24:00,2025-08-13 08:24:00
438,607,Event 438,This is description for event 438,Workshop,Pune,event_438.jpg,2024-10-20 08:53:00,2024-10-21 08:53:00,2024-10-12 08:53:00,2024-10-25 08:53:00
439,585,Event 439,This is description for event 439,Technical,Hyderabad,event_439.jpg,2024-08-26 23:51:00,2024-08-27 23:51:00,2024-08-24 23:51:00,2024-09-07 23:51:00
440,782,Event 440,This is description for event 440,Seminar,Bangalore,event_440.jpg,2025-06-01 16:32:00,2025-06-04 16:32:00,2025-05-29 16:32:00,2025-06-24 16:32:00
441,214,Event 441,This is description for event 441,Sports,Bangalore,event_441.jpg,2025-06-15 12:01:00,2025-06-16 12:01:00,2025-06-13 12:01:00,2025-06-15 12:01:00
442,940,Event 442,This is description for event 442,Sports,Delhi,event_442.jpg,2023-12-01 22:47:00,2023-12-03 22:47:00,2023-11-24 22:47:00,2023-12-08 22:47:00
443,627,Event 443,This is description for event 443,Cultural,Delhi,event_443.jpg,2025-05-15 17:52:00,2025-05-17 17:52:00,2025-05-13 17:52:00,2025-06-09 17:52:00
444,777,Event 444,This is description for event 444,Sports,Pune,event_444.jpg,2023-12-23 08:08:00,2023-12-25 08:08:00,2023-12-19 08:08:00,2023-12-27 08:08:00
445,505,Event 445,This is description for event 445,Cultural,Mumbai,event_445.jpg,2023-07-12 17:49:00,2023-07-12 17:49:00,2023-07-03 17:49:00,2023-08-02 17:49:00
446,607,Event 446,This is description for event 446,Sports,Bangalore,event_446.jpg,2023-05-19 16:10:00,2023-05-19 16:10:00,2023-05-12 16:10:00,2023-05-25 16:10:00
447,720,Event 447,This is description for event 447,Technical,Pune,event_447.jpg,2024-12-25 04:19:00,2024-12-25 04:19:00,2024-12-17 04:19:00,2024-12-22 04:19:00
448,226,Event 448,This is description for event 448,Cultural,Mumbai,event_448.jpg,2025-04-23 07:11:00,2025-04-24 07:11:00,2025-04-20 07:11:00,2025-04-21 07:11:00
449,18,Event 449,This is description for event 449,Cultural,Mumbai,event_449.jpg,2024-02-18 09:08:00,2024-02-21 09:08:00,2024-02-15 09:08:00,2024-03-02 09:08:00
450,283,Event 450,This is description for event 450,Workshop,Hyderabad,event_450.jpg,2024-07-23 21:55:00,2024-07-26 21:55:00,2024-07-14 21:55:00,2024-07-31 21:55:00
451,741,Event 451,This is description for event 451,Sports,Hyderabad,event_451.jpg,2024-11-27 18:27:00,2024-11-28 18:27:00,2024-11-19 18:27:00,2024-12-10 18:27:00
452,843,Event 452,This is description for event 452,Workshop,Delhi,event_452.jpg,2023-09-30 08:47:00,2023-10-03 08:47:00,2023-09-28 08:47:00,2023-10-03 08:47:00
453,391,Event 453,This is description for event 453,Cultural,Mumbai,event_453.jpg,2025-10-09 12:19:00,2025-10-10 12:19:00,2025-10-02 12:19:00,2025-10-13 12:19:00
454,28,Event 454,This is description for event 454,Cultural,Mumbai,event_454.jpg,2024-11-21 06:52:00,2024-11-24 06:52:00,2024-11-14 06:52:00,2024-11-21 06:52:00
455,754,Event 455,This is description for event 455,Cultural,Bangalore,event_455.jpg,2025-04-01 22:31:00,2025-04-03 22:31:00,2025-03-25 22:31:00,2025-04-09 22:31:00
456,385,Event 456,This is description for event 456,Seminar,Bangalore,event_456.jpg,2025-06-04 00:49:00,2025-06-06 00:49:00,2025-06-01 00:49:00,2025-06-06 00:49:00
457,28,Event 457,This is description for event 457,Cultural,Mumbai,event_457.jpg,2023-05-11 20:27:00,2023-05-14 20:27:00,2023-05-06 20:27:00,2023-05-09 20:27:00
458,942,Event 458,This is description for event 458,Workshop,Hyderabad,event_458.jpg,2024-09-24 05:43:00,2024-09-24 05:43:00,2024-09-19 05:43:00,2024-09-27 05:43:00
459,402,Event 459,This is description for event 459,Seminar,Bangalore,event_459.jpg,2025-07-24 13:31:00,2025-07-24 13:31:00,2025-07-18 13:31:00,2025-08-05 13:31:00
460,901,Event 460,This is description for event 460,Cultural,Hyderabad,event_460.jpg,2024-10-01 10:53:00,2024-10-02 10:53:00,2024-09-27 10:53:00,2024-10-26 10:53:00
461,424,Event 461,This is description for event 461,Technical,Delhi,event_461.jpg,2025-03-24 23:36:00,2025-03-25 23:36:00,2025-03-15 23:36:00,2025-03-19 23:36:00
